Name,Info,URL
"Bùi Đắc Tuyên","Bùi Đắc Tuyên ((裴得宣), ? - 1795), còn có tên là Bùi Đắc Kế, là Thái sư dưới triều vua Cảnh Thịnh trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/bui-dac-tuyen"
"Bùi Huy Bích","Bùi Huy Bích (chữ Hán: 裴輝璧; 1744 - 1818), tự là Hy Chương(chữ Hán: 熙章), hiệu là Tồn Am và Tồn Ông, là một danh nhân, danh sĩ người Hà Nội, từng giữ chức Tham tụng (tương đương chức thủ tướng) trong triều đình dưới thời vua Lê-chúa Trịnh.","https://nguoikesu.com/nhan-vat/bui-huy-bich"
"Bùi Kỷ","Bùi Kỷ (5 tháng 1 năm 1888 - 19 tháng 5 năm 1960), tên chữ là Ưu Thiên, hiệu là Tử Chương, là nhà giáo, nhà Nho học và nhà nghiên cứu văn hóa có ảnh hưởng trong những năm đầy biến động của lịch sử Việt Nam giai đoạn đầu thế kỷ 20. Con ông là Bùi Diễm, một chính khách của Việt Nam Cộng hòa.","https://nguoikesu.com/nhan-vat/bui-ky"
"Bùi Minh Quốc","Bùi Minh Quốc (sinh ngày 3 tháng 10 năm 1940) là một nhà thơ, nhà báo, hội viên Hội Nhà văn Việt Nam, từng là Phó Chủ tịch Hội Văn nghệ, Tổng Biên tập Tạp chí Ðất Quảng tại Quảng Nam - Ðà Nẵng, người sáng lập và là Chủ tịch đầu tiên của Hội Văn nghệ tỉnh Lâm Ðồng. Là một trong bốn thành viên đầu tiên của Nhóm Thân hữu Đà Lạt.","https://nguoikesu.com/nhan-vat/bui-minh-quoc"
"Bùi Mộc Đạc","Bùi Mộc Đạc (chữ Hán: 裴木鐸, 1265-1326), quê làng Tri Lai, tổng Tri Lai, Đại Việt (nay thuộc xã Phú Xuân – Thành phố Thái Bình, tỉnh Thái Bình, Việt Nam); là một quan văn nhà Trần.","https://nguoikesu.com/nhan-vat/bui-moc-dac"
"Bùi Nam Hà","Bùi Nam Hà (sinh năm 1924) là tướng lĩnh cấp cao trong Quân đội Nhân dân Việt Nam, hàm Thiếu tướng, nguyên Phó Tổng thanh tra Quân đội, Viện trưởng Học viện Hậu cần, Phó Giám đốc Học viện Quân sự cấp cao, Cục trưởng Cục nhà trường Bộ Tổng tham mưu, Phó Tư lệnh Đoàn 959, Phó Tư lệnh Tham mưu trưởng Tây Nguyên, Tham mưu phó Quân khu 5.","https://nguoikesu.com/nhan-vat/bui-nam-ha"
"Bùi Quang Tạo","Bùi Quang Tạo (tháng 10 năm 1913 - 28 tháng 12 năm 1995; huyện Tiền Hải, tỉnh Thái Bình) hay Bùi Nhật là nhà hoạt động cách mạng, nhà chính khách Việt Nam. Ông nguyên là Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khóa II, khóa III, khóa IV, khóa V, đã từng giữ các chức vụ Bí thư Khu ủy Tây Bắc, Bộ trưởng Bộ Xây dựng Việt Nam đầu tiên, Phó Trưởng Ban Tổ chức Trung ương Đảng Cộng sản Việt Nam, Bí thư Thành ủy Hải Phòng, Chủ nhiệm Ủy ban Thanh tra Nhà nước.","https://nguoikesu.com/nhan-vat/bui-quang-tao"
"Bùi Quang Thận","Bùi Quang Thận (1948-2012) là người lính Quân đội Nhân dân Việt Nam đầu tiên cắm lá cờ chiến thắng của Mặt trận Dân tộc Giải phóng miền Nam Việt Nam trên nóc dinh Độc Lập vào lúc 11 giờ 30 phút ngày 30 tháng 4 năm 1975 .","https://nguoikesu.com/nhan-vat/bui-quang-than"
"Bùi Quốc Hưng","Bùi Quốc Hưng hay Lê Quốc Hưng là khai quốc công thần nhà Hậu Lê, quê ở làng Tri Lai, tổng Tri Lai, huyện Vũ Tiên, phủ Kiến Xương (nay là thôn Phú Lạc, xã Phú Xuân, thành phố Thái Bình. ông là chắt nội của Bùi Mộc Đạc (tức Phí Mộc Lạc)","https://nguoikesu.com/nhan-vat/bui-quoc-hung"
"Bùi Quốc Khái","Bùi Quốc Khái (chữ Hán: 裴國愾, 1141-1234) là người đỗ đầu khoa thi Tiến sĩ năm Trinh Phù thứ 10 (Ất Tỵ, 1185) dưới thời vua Lý Cao Tông (ở ngôi: 1176-1210), nước Đại Việt (nay là Việt Nam).","https://nguoikesu.com/nhan-vat/bui-quoc-khai"
"Bùi Tá Hán","Bùi Tá Hán (1496-1568), là một danh tướng có công khôi phục nhà Hậu Lê (thời Lê Trung Hưng, 1533-1789) trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/bui-ta-han"
"Bùi Thế Đạt","Bùi Thế Đạt (chữ Hán: 裴世達; 1704-1778) là tướng nhà Lê trung hưng trong lịch sử Việt Nam. Ông có công đánh dẹp các cuộc khởi nghĩa nông dân Đàng Ngoài giữa thế kỷ 18 và tham gia chiến dịch Phú Xuân 1774-1775 đánh chiếm Thuận Hóa-Quảng Nam, mở đất Đàng Ngoài; ông cũng là người vẽ bản đồ Hoàng Sa thế kỷ 18.","https://nguoikesu.com/nhan-vat/bui-the-dat"
"Bùi Thị Nhạn","Bùi Thị Nhạn (chữ Hán: 裴氏雁, ?- 1802) là một trong Tây Sơn ngũ phụng thư. Sau này, khi trở thành vợ chính thức của vua Quang Trung (Nguyễn Huệ), bà được tấn phong làm Chính cung Hoàng hậu, và sau đó là Hoàng thái hậu khi con bà (?) là Nguyễn Quang Toản lên nối ngôi vua nhà Tây Sơn trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/bui-thi-nhan"
"Bùi Thị Xuân","Bùi Thị Xuân (chữ Hán: 裴氏春; 1771-1802) là một trong Tây Sơn ngũ phụng thư, là vợ Thái phó Trần Quang Diệu và là một Đô đốc của vương triều Tây Sơn trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/bui-thi-xuan"
"Bùi Thức Kiên","Bùi Thức Kiên (1813-1892) là một nhà nho. Ông ơớ quê là xã Yên Đồng, tổng Việt Yên, huyện La Sơn, phủ Đức Thọ, tỉnh Hà Tĩnh (nay thuộc xã Châu Phong, huyện Đức Thọ tỉnh Hà Tĩnh). Bùi Thức Kiên đỗ Cử nhân năm Canh Tý 1840 (niên hiệu Minh Mạng thứ 21), sau đỗ Hoàng giáp vào năm Tự Đức thứ 2 1848. Ông giữ các chức quan: Đốc học Bình Định, Phủ thừa phủ Thừa Thiên, Biện lý Lễ bộ, Tuần phủ Hưng Yên, Tham tri Lễ bộ, Tham tri Lại bộ và Tham tri Hình bộ, Thượng thư Lễ bộ, Tổng đốc Hà Ninh. Vì để thành Hà Nội thất thủ, ông bị cách chức và bị đục tên ở bia Tiến sĩ ở Huế. Sau khi mất, ông được truy phục hàm Thị lang và cho khắc lại tên ở bia Tiến sĩ.","https://nguoikesu.com/nhan-vat/bui-thuc-kien"
"Bùi Tín","Bùi Tín (sinh năm 1927), bút danh: Thành Tín; là một nhân vật bất đồng chính kiến người Việt, và từng là phó tổng biên tập của báo Nhân dân, đại tá Quân đội Nhân dân Việt Nam. Ông là con của Bùi Bằng Đoàn, nguyên Thượng thư Bộ Hình của triều đình Huế và nguyên Chủ tịch Quốc hội nước Việt Nam Dân chủ Cộng hòa.","https://nguoikesu.com/nhan-vat/bui-tin"
"Bùi Trang Chước","Họa sĩ Bùi Trang Chước (sinh ngày 21 tháng 5 năm 1915, mất ngày 27 tháng 2 năm 1992) là họa sĩ bậc thầy Việt Nam với tác phẩm nổi tiếng Quốc huy Việt Nam.","https://nguoikesu.com/nhan-vat/bui-trang-chuoc"
"Bùi Văn Cường","Bùi Văn Cường (ngày 18 tháng 6 năm 1965) là một chính trị gia người Việt Nam. Ông hiện là Chủ tịch Tổng Liên đoàn Lao động Việt Nam, đại biểu Quốc hội Việt Nam khóa XIV nhiệm kì 2016-2021, thuộc đoàn đại biểu quốc hội tỉnh Gia Lai. Ông từng là đại biểu Quốc hội Việt Nam khóa XIII tỉnh Gia Lai.","https://nguoikesu.com/nhan-vat/bui-van-cuong"
"Bùi Văn Khuê","Bùi Văn Khuê (chữ Hán: 裴文奎, 1546 - 1600) là tướng nhà Mạc và nhà Lê trung hưng trong lịch sử Việt Nam. Ông tham gia cuộc chiến tranh Lê-Mạc và phục vụ cho cả hai bên trong cuộc chiến này.","https://nguoikesu.com/nhan-vat/bui-van-khue"
"Bùi Văn Nghiêm","Bùi Văn Nghiêm (sinh năm 1966) là chính trị gia người Việt Nam. Ông hiện là Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khóa XIII, Chủ tịch Hội đồng nhân dân tỉnh Vĩnh Long.","https://nguoikesu.com/nhan-vat/bui-van-nghiem"
"Bùi Văn Phương","Bùi Văn Phương (tên thường gọi: Bùi Việt Phương, sinh ngày 5 tháng 1 năm 1960) là một chính trị gia người Việt Nam. Ông hiện là đại biểu Quốc hội Việt Nam khóa XIV nhiệm kì 2016-2021, thuộc đoàn đại biểu Quốc hội tỉnh Ninh Bình, Phó Trưởng Đoàn chuyên trách Đoàn đại biểu Quốc hội tỉnh Ninh Bình, Ủy viên Ủy ban Tài chính, Ngân sách của Quốc hội. Ông đã trúng cử đại biểu Quốc hội năm 2016 ở đơn vị bầu cử số 1, tỉnh Ninh Bình gồm có thành phố Ninh Bình và các huyện: Nho Quan, Gia Viễn, Hoa Lư.","https://nguoikesu.com/nhan-vat/bui-van-phuong"
"Bùi Viện","Bùi Viện (1839 - 1878), hiệu Mạnh Dực, là một nhà cải cách, nhà ngoại giao của Việt Nam cuối thế kỷ 19, làm quan dưới triều nhà Nguyễn.","https://nguoikesu.com/nhan-vat/bui-vien"
"Bùi Xương Trạch","Bùi Xương Trạch (chữ Hán: 裴昌澤; 1451 - 1529) là quan nhà Lê sơ trong lịch sử Việt Nam. Ông là một thành viên của gia tộc họ Bùi làng Thịnh Liệt nổi tiếng ở Hà Nội.","https://nguoikesu.com/nhan-vat/bui-xuong-trach"
"Cao Lỗ","Cao Lỗ (? - 179 trước Công nguyên) (còn gọi là Cao Nỗ, Cao Thông, Đô Lỗ, Thạch Thần, hay Đại Than Đô Lỗ Thạch Thần) là một tướng tài của Thục Phán An Dương Vương, quê quán tại xã Cao Đức, huyện Gia Bình, tỉnh Bắc Ninh ngày nay.","https://nguoikesu.com/nhan-vat/cao-lo"
"Cao Văn Viên","Cao Văn Viên (1921-2008), nguyên là một tướng lĩnh Bộ binh của Quân lực Việt Nam Cộng hòa, cấp bậc Đại tướng. Ông xuất thân từ trường Võ bị Địa phương do Chính quyền Thuộc địa Pháp mở ra ở miền Đông Nam phần Việt Nam, nhằm đào tạo sĩ quan người bản xứ để phục vụ cho Quân đội Liên hiệp. Hầu hết thời gian tại ngũ, ông được đảm trách những chức vụ chuyên về lãnh vực Tham mưu. Là một trong năm quân nhân được thăng cấp Đại tướng của Việt Nam Cộng hòa. Ông cũng là người giữ chức vụ Tổng Tham mưu trưởng Quân lực Việt Nam Cộng hòa trong thời gian lâu nhất (1965-1975).","https://nguoikesu.com/nhan-vat/cao-van-vien"
"Châu Văn Liêm","Châu Văn Liêm (29 tháng 6 năm 1902 - 4 tháng 5 năm 1930) là nhà cách mạng Việt Nam, và là một trong sáu người tham gia hội nghị thành lập Đảng Cộng sản Việt Nam.","https://nguoikesu.com/nhan-vat/chau-van-liem"
"Chu Huy Mân","Chu Huy Mân (1913–2006) là một chính khách và tướng lĩnh Quân đội Nhân dân Việt Nam, hàm Đại tướng. Ông từng giữ chức Ủy viên Bộ Chính trị, Phó Chủ tịch Hội đồng Nhà nước, Chủ nhiệm Tổng cục Chính trị Quân đội Nhân dân Việt Nam.","https://nguoikesu.com/nhan-vat/chu-huy-man"
"Chu Nguyên Chương","Minh Thái Tổ (chữ Hán: 明太祖, 21 tháng 10, 1328 – 24 tháng 6, 1398), tên thật là Chu Nguyên Chương (朱元璋), còn gọi là Hồng Vũ Đế (洪武帝), Hồng Vũ Quân (洪武君), hay Chu Hồng Vũ (朱洪武), thuở nhỏ tên là Trùng Bát (重八), về sau đổi tên thành Hưng Tông (興宗), tên chữ là Quốc Thụy (國瑞). Ông là vị hoàng đế khai quốc của vương triều nhà Minh trong lịch sử Trung Quốc, cai trị từ năm 1368 đến 1398. Các sử gia gọi thời kỳ cai trị của ông là Hồng Vũ chi trị (洪武之治). Ông được xem như là một trong các hoàng đế vĩ đại nhất của Trung Quốc nhờ các công trạng to lớn của mình với đất nước.","https://nguoikesu.com/nhan-vat/chu-nguyen-chuong"
"Chu Văn An","Chu Văn An (chữ Hán: 朱文安; 1292–1370), tên thật là Chu An, hiệu là Tiều Ẩn (樵隱), tên chữ là Linh Triệt (靈澤), là một nhà giáo, thầy thuốc, đại quan nhà Trần trong lịch sử Việt Nam, được phong tước Văn Trinh Công nên đời sau quen gọi là Chu Văn An.","https://nguoikesu.com/nhan-vat/chu-van-an"
"Dục Đức","Dục Đức (chữ Hán: 育德, 23 tháng 2 năm 1852 – 6 tháng 10 năm 1883), tên thật là Nguyễn Phúc Ưng Ái, sau đổi thành Nguyễn Phúc Ưng Chân (阮福膺禛), là vị Hoàng đế thứ năm của triều đại nhà Nguyễn. Ông lên ngôi vua ngày 19 tháng 7 năm 1883, nhưng tại vị chỉ được ba ngày , được truy tôn miếu hiệu là Nguyễn Cung Tông (阮恭宗).","https://nguoikesu.com/nhan-vat/duc-duc"
"Dương Bạch Mai","Dương Bạch Mai (1904-1964) là một nhà hoạt động cách mạng dân tộc, nhà chính trị, ngoại giao Việt Nam, đảng viên Đảng Cộng sản Việt Nam, đại biểu Quốc hội Việt Nam khóa 2.","https://nguoikesu.com/nhan-vat/duong-bach-mai"
"Dương Bình Vương","Dương Tam Kha (chữ Hán: 楊三哥), tức Dương Bình Vương (楊平王) là một vị vua Việt Nam, trị vì từ 944 đến 950, xen giữa nhà Ngô trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/duong-binh-vuong"
"Dương Bộc","Dương Bộc (chữ Hán phồn thể: 楊僕; chữ Hán giản thể: 杨仆, ? - ?) là tướng lĩnh thời Tây Hán, người huyện Nghi Dương.","https://nguoikesu.com/nhan-vat/duong-boc"
"Dương Cát Lợi","Dương Cát Lợi (?-?) là tướng lĩnh nhà Ngô trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/duong-cat-loi"
"Dương Chấp Nhất","Dương Chấp Nhất (?-?) là một tướng lĩnh nhà Mạc, sau về hàng nhà Lê, nhưng được biết đến trong lịch sử vì bị cho là thủ phạm trong sự kiện đầu độc giết chết thủ lĩnh lực lượng Trung hưng nhà Lê là Nguyễn Kim. Tuy nhiên, việc Nguyễn Kim chết lại không làm suy yếu lực lượng Lê Trung hưng, mà lại dẫn đến sự kiện con thứ của Nguyễn Kim là Nguyễn Hoàng vào Nam trấn thủ, đẩy mạnh công cuộc khai phá và mở rộng cương vực lớn nhất cho quốc gia Đại Việt, mà sau này là Việt Nam.","https://nguoikesu.com/nhan-vat/duong-chap-nhat"
"Dương Chiêu","Dương Chiêu (chữ Hán: 楊昭; bính âm: Yang Zhao, 584 - 606), tước vị lúc sống là Nguyên Đức Vương. Ông là con trai của Tùy Dạng Đế Dương Quảng, do ông mất sớm hơn cha mình, nên sau này Dương Quảng nhường ngôi cho con của ông là Dương Hựu, tức Tùy Cung Đế. Mẹ của ông là Mẫn hoàng hậu Tiêu Thị. Sau này, Dương Hựu truy miếu hiệu cho ông là Thế Tông, thụy hiệu đầy đủ là Hiếu Thành hoàng đế.","https://nguoikesu.com/nhan-vat/duong-chieu"
"Dương Danh Dy","Dương Danh Dy (1934-2018) là nhà ngoại giao, cựu Tổng lãnh sự Việt Nam tại Quảng Châu, Trung Quốc, học giả hàng đầu Việt Nam trong nghiên cứu về vấn đề Trung Quốc. Ông được coi là một trong những người Việt Nam hiểu Trung Quốc nhất cũng như những dã tâm đối với Việt Nam của Chính quyền Trung Nam Hải.","https://nguoikesu.com/nhan-vat/duong-danh-dy"
"Dương Đắc Chí","Dương Đắc Chí (杨得志, Yang Dezhi) (13 tháng 11 năm 1911 - 25 tháng 10 năm 1994) là một Thượng tướng Hồng quân Trung Hoa, Tư lệnh quân khu Tây Nam (Thành Đô). Ông đã từng tham chiến tại Triều Tiên và cùng Hứa Thế Hữu chỉ huy quân Trung Quốc trong Chiến tranh biên giới Việt-Trung, 1979. Sau khi Hứa Thế Hữu thất bại nặng nề trong những ngày đầu của cuộc chiến bên giới này do áp dụng sai lầm chiến thuật ""biển người"" đối đầu với lực lượng hùng hậu của đủ loại vũ khí hạng nặng từ phía Quân đội Nhân dân Việt Nam, ông nắm toàn quyền chỉ huy các chiến dịch trên toàn mặt trận. Năm 1980 ông được thăng chức Tham mưu trưởng quân đội Trung Quốc. Đóng góp lớn trong năm 1989 của ông, dù đã về hưu, làm lá thư ngỏ viết cho Đặng Tiểu Bình khuyên họ Đặng không nên dùng quân đội đàn áp sinh viên ở Thiên An Môn.","https://nguoikesu.com/nhan-vat/duong-dac-chi"
"Dương Đình Nghệ","Dương Đình Nghệ (chữ Hán: 楊廷藝), có sách như Việt Nam sử lược của Trần Trọng Kim chép là Dương Diên Nghệ (楊筵藝, ?-937), người Ái châu, làm tướng cho Khúc Hạo. Đời Hậu Lương, Lưu Nghiễm của nước Nam Hán tiếm hiệu vua ở đất Quảng Châu, lấy cớ Khúc Hạo chiếm cứ đất Giao Châu, sai Lý Khắc Chính và Lý Tri Thuận đánh chiếm Giao Châu. Con trai Khúc Hạo là Khúc Thừa Mĩ bị bắt. Dương Đình Nghệ dấy binh đánh bại Lý Khắc Chính. Vua Nam Hán cho Lý Tiến thay làm Thứ sử Giao Châu, Dương Đình Nghệ lại vây hãm. Vua Nam Hán sai Trần Bảo đem quân cứu Lý Tiến, Dương Đình Nghệ đón đánh chém Trần Bảo, giữ thành, xưng là Tiết độ sứ. Được 8 năm, Dương Đình Nghệ bị nha tướng Kiều Công Tiễn làm phản, giết chết lên thay.","https://nguoikesu.com/nhan-vat/duong-dinh-nghe"
"Dương Đức","Dương Đức là một xã thuộc huyện Lạng Giang, tỉnh Bắc Giang, Việt Nam.","https://nguoikesu.com/nhan-vat/duong-duc"
"Dương Đức Hiền","Dương Đức Hiền (1916 - 1963), là một nhà hoạt động chính trị Việt Nam. Ông là người sáng lập và là Tổng bí thư đầu tiên của Đảng Dân chủ Việt Nam.","https://nguoikesu.com/nhan-vat/duong-duc-hien"
"Dương Hành Mật","Dương Hành Mật (giản thể: 杨行密; phồn thể: 楊行密; bính âm: Yáng Xíngmì, 852 – 24 tháng 12 năm 905), nguyên danh Dương Hành Mẫn (楊行愍, đổi tên năm 886), tên tự Hóa Nguyên (化源) là người giữ chức Hoài Nam tiết độ sứ vào cuối thời nhà Đường. Ông cai quản Hoài Nam và một vài quân lân cận, lãnh thổ mà ông cùng gia tộc mình cai quản sau đó trở thành nước Ngô thời Ngũ Đại Thập Quốc.","https://nguoikesu.com/nhan-vat/duong-hanh-mat"
"Dương Hạo","Dương Hạo (giản thể: 杨浩; phồn thể: 楊浩; bính âm: Yáng Hào, 586?-618), thường được biết đến theo tước hiệu Tần vương (秦王), là một trong những người xưng đế của triều Tùy vào những năm cuối của triều đại này.","https://nguoikesu.com/nhan-vat/duong-hao"
"Dương Hùng","Dương Hùng có thể là:","https://nguoikesu.com/nhan-vat/duong-hung"
"Dương Huy","Dương Huy (? - 966) là một thủ lĩnh địa phương thời nhà Ngô trong lịch sử Việt Nam. Khi Ngô Xương Văn mất, Dương Huy đã cùng Lã Xử Bình, Kiều Tri Hựu và Đỗ Cảnh Thạc nổi loạn tranh giành ngôi Vua, trực tiếp đưa đất nước rơi vào thời loạn 12 sứ quân. Ông vốn là thứ sử châu Vũ Ninh, tức vùng đất Quế Võ (Bắc Ninh) và Chí Linh (Hải Dương) ngày nay. Sau ông bị lực lượng của sứ quân Nguyễn Thủ Tiệp đánh dẹp năm 966 để mở rộng địa bàn cát cứ rồi tự xưng là Vũ Ninh Vương.","https://nguoikesu.com/nhan-vat/duong-huy"
"Dương Kiên","Tùy Văn Đế (chữ Hán: 隋文帝; 21 tháng 7, 541 - 13 tháng 8, 604), tên thật là Dương Kiên (楊堅), là vị Hoàng đế sáng lập triều đại nhà Tùy trong lịch sử Trung Quốc. Ông ở ngôi từ năm 581 đến năm 604, tổng cộng 23 năm.","https://nguoikesu.com/nhan-vat/duong-kien"
"Dương Lâm","Dương Lâm (1851–1920), hiệu Vân Hồ, Quất Đình, tự Thu Nguyên, Mộng Thạch, là quan nhà Nguyễn, một danh sĩ Việt Nam cuối thế kỷ 19 đầu thế kỷ 20. Ông nổi tiếng về tài văn chương, tính tình tao nhã, lại là một nhà giáo có biệt tài.","https://nguoikesu.com/nhan-vat/duong-lam"
"Dương Minh Châu","Dương Minh Châu (1912-1947) là Chủ tịch Ủy ban hành chính kháng chiến tỉnh Tây Ninh. Hy sinh khi trên đường đi thương thuyết với Cao Đài năm 1947.","https://nguoikesu.com/nhan-vat/duong-minh-chau"
"Dương Ngạn Địch","Dương Ngạn Địch (chữ Hán: 楊彥迪, ?-1688), là một thủ lĩnh nông dân phản Thanh phục Minh, tổng binh của nhà Minh Trịnh ở Long Môn, Khâm Châu, Quảng Tây, Trung Quốc. Năm 1679, ông sang thần phục chúa Nguyễn và trở thành người có công trong việc phát triển vùng đất Mỹ Tho, Việt Nam.","https://nguoikesu.com/nhan-vat/duong-ngan-dich"
"Dương Ngọc Hoàn","Dương Quý phi (chữ Hán: 楊貴妃, 719 – 756), còn gọi là Dương Ngọc Hoàn (楊玉環) hay Dương Thái Chân (楊太真), là một phi tần rất được sủng ái của Đường Huyền Tông Lý Long Cơ. Trong văn hóa Trung Hoa, bà được xếp vào một trong Tứ đại mỹ nhân của lịch sử Trung Quốc, có sắc đẹp được ví là Tu hoa (羞花), khiến hoa thu mình lại vì hổ thẹn.","https://nguoikesu.com/nhan-vat/duong-ngoc-hoan"
"Dương Nhật Lễ","Dương Nhật Lễ (chữ Hán: 楊日禮; ? - 1 tháng 12, 1370), tên khác Trần Nhật Kiên (陳日熞), còn gọi Hôn Đức công (昏德公), là một vị hoàng đế nhà Trần, là người kế vị Trần Dụ Tông. Ông ở ngôi từ ngày 15 tháng 6 năm Kỷ Dậu (tức 18 tháng 7 năm 1369) đến ngày 13 tháng 11 năm Canh Tuất (tức 1 tháng 12 năm 1370).","https://nguoikesu.com/nhan-vat/duong-nhat-le"
"Dương Phục Cung","Dương Phục Cung (giản thể: 杨复恭; phồn thể: 楊復恭, ? - 894), tên tự Tử Khác (子恪), là một hoạn quan nhà Đường. Ông đóng vai trò chủ chốt trong triều đình của Đường Hy Tông và Đường Chiêu Tông. Sau đó ông bị Đường Chiêu Tông nghi ngờ chiếm đoạt quyền lực nên bị loại bỏ, vì thế ông quay sang khuyến khích con nuôi và cháu nuôi của mình cùng nổi dậy chống triều đình. Tuy nhiên, họ đã bị tướng Lý Mậu Trinh đánh bại, rồi bị bắt giữ trong lúc chạy trốn, cuối cùng bị hành hình tại Trường An.","https://nguoikesu.com/nhan-vat/duong-phuc-cung"
"Dương Phúc Tư","Dương Phúc Tư (chữ Hán: 楊福滋, 1505–1564), người làng Lạc Đạo, huyện Gia Lâm, phủ Thuận An, trấn Kinh Bắc (nay thuộc huyện Văn Lâm, Hưng Yên). Đỗ trạng nguyên khoa Đinh Mùi, niên hiệu Vĩnh Định thứ nhất (1547), đời Mạc Tuyên Tông (Mạc Phúc Nguyên). Ông làm chức quan tham chính. Sau này ông dâng sớ xin quy thuận Lê Thế Tông rồi đi ở ẩn.","https://nguoikesu.com/nhan-vat/duong-phuc-tu"
"Dương Quảng","Tùy Dạng Đế (chữ Hán: 隋炀帝, 569 - 11 tháng 4, 618), tên thật là Dương Quảng (楊廣 hay 杨廣) hay Dương Anh (楊英 hay 杨英), tiểu tự là A Ma (阿?) là vị Hoàng đế thứ hai của triều đại nhà Tùy trong lịch sử Trung Quốc.","https://nguoikesu.com/nhan-vat/duong-quang"
"Dương Quảng Hàm","Dương Quảng Hàm (tiếng Trung: 楊廣涵), tự Hải Lượng (海量), là nhà nghiên cứu văn học, nhà giáo dục Việt Nam.","https://nguoikesu.com/nhan-vat/duong-quang-ham"
"Dương Quốc Trung","Dương Quốc Trung (chữ Hán: 楊國忠; ? - 15 tháng 7, 756), tên cũ Dương Chiêu (楊釗), ngoại thích và quan viên nhà Đường, từng phục vụ với chức vị Tướng quốc dưới thời Đường Huyền Tông Lý Long Cơ. Cái tên 「Quốc Trung」 của ông là do chính Đường Huyền Tông đặt cho.","https://nguoikesu.com/nhan-vat/duong-quoc-trung"
